Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Very corporately structured, annoying management""",3.0," Jul 14, 2014",Past,Server,"Boulder, CO",No,Neutral,Yes,Full-time,More than a year,It is a big restaurant so it is easy to fly under the radar. Very easy to get shifts covered and time off.,"The restaurant is overstaffed, and treated like children. The management seems to assume that nobody is competent.",A few easy changes would be extremely beneficial. Simple things like letting employees roll up their sleeves would do wonders.
"""Amazingly just ok!!""",1.0," Aug 4, 2014",Past,Dining Room Slave,"San Mateo, CA",No,Neutral,Neutral,Full-time,More than 8 years,Lots of great regular guests,The not so great guests,you get what you give!!
"""Poor management team""",2.0," Jul 8, 2014",Past,Server,"San Bruno, CA",No,No,Neutral,Full-time,More than 3 years,"Quick cash, free food if untipped position, great co-workers","Depending on what city, the type of crowds can either make or break a shift. Management only care about the numbers",
"""Mixed Review""",3.0," Jul 3, 2014",Past,Server,,Yes,Yes,Neutral,Part-time,More than a year,"Overall, the income was substantial and, for the most part, the hours were flexible enough to attend school while employed. There were some managers who were excellent. Unfortunately, the best ones did not stay at the store due to conflict with managers who were sub-par.","As a former server in many restaurants, I considered this restaurant to be a particularly challenging environment. Perhaps it was just my store, but I found the management team to be lacking in several areas such as communication, organization, and consistency. The KM was a particularly difficult person with which to work. The amount of side-work was sometimes overwhelming during and after a difficult shift. In addition, it was next to impossible to move up in this company despite consistent positive feedback.","It would be wonderful if the opinions of all employees were taken into consideration especially when there has been a high turnover in management. In addition, the training program should be improved and regulated more strenuously. Also, some consideration should be given to decreasing the amount of side-work or, at the very least, evaluating the amount of side-work per server."
"""Good restaurant experience for someone who has none. Easy to learn and work your way up. Managers are pretty nice.""",4.0," Jun 12, 2014",Past,Hostess,"Phoenix, AZ",Yes,Neutral,Yes,Part-time,Less than a year,Staff is easy going and friendly and pretty laid back. Potential to make good money if you put in the effort.,Some of the servers are cranky and get mad if they are either too busy or not busy enough. Hard to please every single person. Can't really trust anyone.,Management was great.
"""It has it's moments.""",4.0," Jun 11, 2014",Current,Server,"Tucson, AZ",Yes,Yes,Neutral,Part-time,More than 3 years,"Great money for the hours as a server. I've been there 4 years. Cooks work extra hard because of the high volume but they can advance and get raises with every section of the line they learn. It's a very busy place. My store only promotes from within but it's easy to advance if you work hard. My GM is very ""by the book"" and runs a tight ship. The other managers are nice and helpful and really care about the Guest's experience as well as ours.","It's VERY high volume. Be prepared to sweat. It's hard, physical work and you are dealing with the public. You have to be nice so this isn't for everybody. The server's hourly wage in most states is LAME!",Thanks for doing away with the Secret Shoppers!!
"""It's a decent job""",4.0," Jun 5, 2014",Current,Host,"Orlando, FL",Yes,Yes,Yes,Part-time,Less than a year,"If you want to work your way up to serving this is a good place to start. Try starting as a food runner or take out, but host if you have to.",Very cutthroat. Hours are not guaranteed (especially for hosts) if business is slow we get cut early.,They have a helpful training workbook but the hosts who trained me didn't really help at all.
"""Great Growth and Salary Potential, Hard Work/Life Balance""",5.0," May 27, 2014",Current,Senior Manager,"Seattle, WA",Yes,Neutral,Neutral,Full-time,More than a year,"Salary + Bonus is great, as well as health benefits, 401K, etc. GM's can top 100K including bonus if they stick around long enough. Lots of corporate structure to support and guide you, you always know exactly what is expected of you.","If you have a GM that is hard to communicate with it can make it difficult to get certain days off or have a positive work environment. BJ's also expects a lot of work hours from managers, and holidays are blacked out for vacation, so you'll never get to see your family during those important times of the year.",Find a way to have a rotation system so that you can earn your way to eventually taking time off during Christmas/Thanksgiving.
"""Fun work environment""",3.0," Jun 16, 2014",Current,Anonymous Employee,"Doral, FL",Yes,Yes,Neutral,Full-time,More than a year,Great staff and sense of camaraderie. Flexible schedules. Professionalism. Great beer. Opportunity for promotion.,"Very corporate. Always shoving programs in the guests face... can make bartending or serving not fun after awhile, scripted service steps.",
"""Great Place to Work""",4.0," May 30, 2014",Past,Server,"Columbus, OH",No,Yes,Neutral,Part-time,More than a year,"Flexible scheduling- you can pick up and drop shifts on line. Great money, friendly staff, great food and processes. They are always busy.","Big menu to memorize, long training period where you don't make tips.",Keep up the good work.
"""Good place to work""",4.0," May 23, 2014",Current,Prep Cook,"Katy, TX",No,No,Neutral,Full-time,Less than a year,"The restaurant is busy, busy, busy. but you can manage to do everything if you apply yourself. Everytime ou learn a new section you can receive $0.25 more in your paycheck.",Depending on what manager is how difficult it is,
