Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""kitchen manager""",4.0," Oct 27, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,Less than a year,the crew. honestly i am just ring to reach the 20 word minimum right now and almost failing at it. wow that was short like 1 word,"the customers, long hours again, i am just trying to reach that word minimum. side not the free food is great but you do eventually get tired of it.",lol i am management. if you mean upper management then worry less about labor and let us do our thing.
"""Pretty good company, Current Crew Member""",4.0," Oct 27, 2015",Current,Crew Member,"Fairfax, VA",Yes,Yes,Yes,Part-time,Less than a year,-Friendly work environment<br>-Decent Pay<br>-Opportunities to move up in company<br>-Insurance and Tuition Reimbursement<br>-Great training,-Bad communication between high corporate and stores<br>-Some management are more of bosses than leaders<br>-Promises of moving up are constantly delayed,"When hiring people in High School, it would be wise to teach professionalism to them as this is a first job to a good percentage of them."
"""Crew member""",5.0," Oct 23, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,Less than a year,Get to work with other people that have the 13 characteristics. Get stuff done. Great team support because everybody wants you to succeed.,Some of the downsides would include having to tell a team member to pick up their pace if they aren't preforming at the pace they're capable.,"Make sure to hire those who share the same values as chipotle. Although that isn't obvious enough, it is much easier to not hire someone than to have to fire them later if they don't put work in."
"""Chipotle Part Time""",2.0," Nov 8, 2015",Past,Team Member,,No,Neutral,Neutral,Part-time,Less than a year,"High starting pay, mostly friendly coworkers","Not much training, inconsistent scheduling, high turnover rate, wasn't able to communicate with management much",
"""Apprentice Manager""",3.0," Nov 6, 2015",Past,Anonymous Employee,,No,No,Neutral,Full-time,,Good starting salary and benefits. Great training and opportunities for career growth always available. Free Cubs or Sox game every year.,Sometimes you were expected to work longer hours and extra days without any compensation at all and if you didn't then upper management would frown upon you and would consider you to be a Low Performer because of it.,"The ""Restaurateur "" concept has to stop. It's nothing more than a political Pyramid scheme driven by bonuses."
"""Take out specialist""",5.0," Oct 23, 2015",Past,Take Out Specialist,"Orange, CA",Yes,Yes,Yes,Full-time,More than a year,"Great co-workers<br>The company cares about their employees<br>One free meal per break while you're still on the clock, 50% off once you're off<br>Great part time job for students<br>They want people to go higher in the company, very good opportunities<br>Gain great experience because you are responsible of many things<br>Flexible schedule<br>Constant chip talks and one on ones with management to check your progress<br>They don't ask you to do anything they don't teach you how to do","They constantly change your schedule<br>They pay minimum or close to minimum (as almost any restaurant or fast food restaurant)<br>As a TOS you work under a lot of presure during rush hour, sometimes you have a couple caterings to take care plus your to go orders",Keep up with the good communication with the employees
"""Crew Member Review""",5.0," Oct 21, 2015",Past,Anonymous Employee,"Madison, WI",Yes,Yes,Yes,Part-time,Less than a year,"Free food after every shift, nice starting pay","Secret shoppers, Always have to be doing something",Management should take less stress off of crew members
"""Good""",4.0," Oct 21, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Free food. Good opportunity,Managment is hit or miss and different locations,
"""Good experience""",3.0," Nov 5, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,Less than a year,"First of all, I'd like to say it has been a great restaurant to work at. The members you work with become your best friend and the work environment makes you do your job comfortably without hesitation. Though, this is a fast-pace environment, you'll learn how to work under pressure.","Not much negativity to say but I will note that the customers have been rude to us when they're rushing to get to work and they blame us for having slow service when it becomes busy, especially on the weekends. Aside from that, salary is one of the highest ones from food chain. Highly recommended!!","As a former employee, I've learned a lot being in this company that shares a commitment as ""honest and integrity"" status. Everyone has to know the 20 words of empowerment that we all strive to show each &amp; everyday. Keep the motto, it serves good."
"""Customer service specialist""",4.0," Oct 20, 2015",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,"great work environment, very nice management, always feel at home at work, the work is very simple, the pay compared to other fast food is reasonable.","some managers think they are CEOs and not kitchen managers, sometimes people take folding burritos way too seriously, some people are passive aggressive, pay sucks.",evaluate managers who make the workplace toxic
"""cashier/team member""",3.0," Nov 3, 2015",Current,Anonymous Employee,,No,Yes,Neutral,Part-time,,its ok for a first part time job I guess.,"Its an ok place to work but there are some issues with the management there. another thing is, it's not diverse it seems they like to pick only Hispanics more so than any other race.",they need better communication when managing employees.
"""Crew Member""",3.0," Nov 4, 2015",Current,Crew Member,"Orlando, FL",Yes,Yes,Yes,Part-time,Less than a year,Fast pace always keeping you on your toes and testing you patience and skills.,"low- pay, work can become overwhelming at times. Crew members can be young and arrogant",better management
"""High turnover and low pay""",2.0," Nov 4, 2015",Past,Crew Member,"Merrillville, IN",No,Neutral,Yes,,More than 3 years,"It's free food, everyone is friendly and kind, working for s company that doesn't hire managers right off that bat really fair because you have to work in order become a manager.","Tons and tons of work, if you don't like scrubbing dishes and mixing Adobe sauce into meat until your skin starts falling off your hands then you shouldn't work here. For $8 I felt like hell and was more angry leaving there than anything. Becoming a manager is just a highschool popularity contest so if you work hard and don't like talking to people your not making anymore. Also everyday they would fire 3 or 4 people then hire 1 or 2 to try to make up for it. It's a huge turnover which is horrible for people working hard enough",Hire more people and stop firing people that need jobs. Or stop hiring high school kids
"""Team Member""",4.0," Oct 20, 2015",Current,Team Member,"Austin, TX",Yes,Yes,Yes,Full-time,Less than a year,"The collective atmosphere of this Chipotle restaurant is well organized, arranged, and exhibits an image of true care in customer satisfaction. Chipotle does not lace their meats with antibiotics, Does not raise their animals in captivity, and Chipotle uses the freshest produce available in preparing their meals.",This Chipotle restaurant is closed on the weekend.,Please continue to respond decisively in all you do.
